id_pedido,id_produto,quantidade,valor_unitario,custo_envio,valor_total_venda
PED00965,PROD0004,4,45.72,45.67,182.88
PED01269,PROD0094,4,120.29,8.68,481.16
PED00738,PROD0012,1,271.48,35.09,271.48
PED01129,PROD0027,1,350.92,5.63,350.92
PED01216,PROD0083,2,389.27,33.35,778.54
PED01339,PROD0096,1,31.04,29.82,31.04
PED00301,PROD0079,2,219.71,41.53,439.42
PED00547,PROD0061,2,69.88,28.92,139.76
PED01977,PROD0092,2,221.29,20.87,442.58
PED00715,PROD0086,1,222.65,15.92,222.65
PED01957,PROD0023,3,254.12,8.84,762.36
PED00778,PROD0097,2,447.49,29.06,894.98
PED00267,PROD0006,3,404.5,44.97,1213.5
PED01193,PROD0037,4,321.99,28.16,1287.96
PED01009,PROD0036,1,443.85,38.26,443.85
PED00550,PROD0067,1,342.45,18.43,342.45
PED01478,PROD0097,3,411.24,25.17,1233.72
PED01674,PROD0041,4,286.25,19.61,1145.0
PED01315,PROD0085,4,267.36,9.92,1069.44
PED01587,PROD0004,2,364.81,23.76,729.62
PED01822,PROD0063,1,19.65,39.39,19.65
PED01824,PROD0049,4,348.29,22.77,1393.16
PED01164,PROD0086,4,467.91,34.26,1871.64
PED01169,PROD0014,2,359.83,39.14,719.66
PED01448,PROD0094,2,28.03,19.52,56.06
PED00313,PROD0072,3,195.16,40.89,585.48
PED00183,PROD0052,1,406.69,20.25,406.69
PED01687,PROD0024,4,479.72,16.52,1918.88
PED00712,PROD0088,3,191.38,15.01,574.14
PED00127,PROD0084,1,422.19,14.0,422.19
PED01310,PROD0008,3,433.27,38.17,1299.81
PED01846,PROD0037,1,70.41,44.94,70.41
PED01276,PROD0021,1,424.44,15.38,424.44
PED01801,PROD0086,4,168.88,8.84,675.52
PED00699,PROD0048,1,300.69,19.12,300.69
PED00385,PROD0067,2,274.09,34.6,548.18
PED01253,PROD0092,4,334.9,21.58,1339.6
PED00270,PROD0014,2,372.83,29.71,745.66
PED01794,PROD0064,3,226.03,38.49,678.09
PED00810,PROD0053,3,445.27,23.38,1335.81
PED00414,PROD0029,1,406.65,49.99,406.65
PED00197,PROD0092,1,394.86,18.41,394.86
PED01346,PROD0019,2,234.54,49.02,469.08
PED01079,PROD0032,2,28.41,14.14,56.82
PED00830,PROD0099,2,251.21,9.99,502.42
PED01226,PROD0085,3,450.24,38.79,1350.72
PED01806,PROD0076,2,103.32,36.6,206.64
PED01644,PROD0006,4,491.47,41.5,1965.88
PED00627,PROD0007,4,405.77,20.46,1623.08
PED00603,PROD0027,3,357.82,46.89,1073.46
PED01161,PROD0044,2,341.81,10.38,683.62
PED01445,PROD0072,2,297.64,6.36,595.28
PED01838,PROD0088,1,363.13,18.53,363.13
PED01080,PROD0079,4,216.73,40.88,866.92
PED01585,PROD0073,3,424.19,35.28,1272.57
PED01009,PROD0010,2,351.21,24.63,702.42
PED00070,PROD0030,1,387.91,16.53,387.91
PED00910,PROD0011,3,398.32,7.67,1194.96
PED01937,PROD0094,3,55.11,20.19,165.32999999999998
PED00593,PROD0077,4,37.26,25.7,149.04
PED01395,PROD0050,2,402.48,35.92,804.96
PED01640,PROD0043,3,137.1,34.07,411.29999999999995
PED00599,PROD0095,1,295.17,47.63,295.17
PED00513,PROD0049,1,227.42,9.52,227.42
PED01895,PROD0016,3,20.8,20.14,62.400000000000006
PED00083,PROD0034,1,29.74,26.67,29.74
PED00993,PROD0000,3,415.29,35.18,1245.8700000000001
PED01066,PROD0028,1,307.76,27.3,307.76
PED01689,PROD0050,3,266.68,46.07,800.04
PED00838,PROD0063,3,472.73,32.39,1418.19
PED01957,PROD0003,3,94.83,6.78,284.49
PED00605,PROD0086,1,136.41,10.11,136.41
PED00809,PROD0027,3,380.8,38.91,1142.4
PED00132,PROD0015,4,389.87,37.21,1559.48
PED01418,PROD0062,3,208.4,11.91,625.2
PED01088,PROD0075,2,475.98,7.65,951.96
PED00289,PROD0052,2,469.74,31.04,939.48
PED00375,PROD0084,4,16.08,33.61,64.32
PED00768,PROD0016,3,94.44,11.09,283.32
PED00466,PROD0039,2,411.91,26.31,823.82
PED01921,PROD0012,3,174.26,18.76,522.78
PED01236,PROD0051,2,56.78,46.91,113.56
PED01171,PROD0057,1,394.65,14.86,394.65
PED01596,PROD0095,1,232.75,38.0,232.75
PED00470,PROD0036,4,251.28,28.32,1005.12
PED00148,PROD0078,4,101.32,5.52,405.28
PED00087,PROD0075,3,333.84,28.26,1001.52
PED01347,PROD0060,4,280.11,9.48,1120.44
PED01918,PROD0078,3,111.27,34.66,333.81
PED00395,PROD0033,1,176.76,30.45,176.76
PED00789,PROD0069,1,302.47,5.47,302.47
PED01427,PROD0016,2,463.19,14.21,926.38
PED01105,PROD0019,3,460.98,39.93,1382.94
PED01664,PROD0072,1,151.07,17.41,151.07
PED01309,PROD0058,1,370.45,27.47,370.45
PED01405,PROD0068,3,390.0,19.04,1170.0
PED00864,PROD0086,2,406.32,46.47,812.64
PED01815,PROD0032,2,289.67,29.15,579.34
PED01293,PROD0077,2,15.15,36.33,30.3
PED01315,PROD0016,2,383.22,8.76,766.44
PED01476,PROD0056,1,62.23,6.82,62.23
PED01738,PROD0082,3,67.27,16.67,201.81
PED00023,PROD0096,3,306.76,18.91,920.28
PED00955,PROD0000,1,491.93,35.95,491.93
PED01886,PROD0012,1,128.84,30.61,128.84
PED00310,PROD0026,1,326.45,21.86,326.45
PED01484,PROD0069,4,158.79,34.44,635.16
PED01231,PROD0058,3,450.38,12.36,1351.1399999999999
PED01815,PROD0005,3,300.82,7.86,902.46
PED01740,PROD0096,3,111.66,43.45,334.98
PED00663,PROD0093,2,138.44,30.38,276.88
PED00437,PROD0098,1,221.92,34.21,221.92
PED01561,PROD0022,1,69.8,18.83,69.8
PED00705,PROD0009,1,48.58,21.74,48.58
PED01359,PROD0050,4,343.23,8.71,1372.92
PED00421,PROD0018,3,209.51,43.56,628.53
PED01773,PROD0050,1,365.85,31.66,365.85
PED00320,PROD0091,4,63.93,8.76,255.72
PED01520,PROD0086,1,308.83,41.2,308.83
PED00586,PROD0067,2,227.22,24.99,454.44
PED00946,PROD0083,3,38.42,39.43,115.26
PED01186,PROD0082,4,276.95,5.57,1107.8
PED01834,PROD0041,1,50.57,6.29,50.57
PED01564,PROD0090,3,415.58,12.69,1246.74
PED01188,PROD0056,4,319.66,14.49,1278.64
PED00848,PROD0097,3,282.91,39.38,848.73
PED01721,PROD0067,3,75.4,36.8,226.20000000000002
PED01589,PROD0037,2,150.85,32.72,301.7
PED01318,PROD0061,3,251.51,44.82,754.53
PED00041,PROD0006,4,320.31,16.12,1281.24
PED01947,PROD0070,3,99.78,45.7,299.34000000000003
PED01308,PROD0049,4,14.34,45.93,57.36
PED00938,PROD0051,3,178.93,24.54,536.79
PED00386,PROD0025,1,246.61,9.25,246.61
PED01161,PROD0025,2,100.37,37.7,200.74
PED01210,PROD0018,1,251.16,20.16,251.16
PED00909,PROD0008,2,175.86,40.77,351.72
PED00715,PROD0060,4,232.99,12.37,931.96
PED00430,PROD0019,2,180.25,29.28,360.5
PED00553,PROD0049,3,317.95,27.86,953.8499999999999
PED01885,PROD0079,3,31.02,9.51,93.06
PED01439,PROD0080,1,93.74,21.35,93.74
PED00799,PROD0021,2,222.05,8.81,444.1
PED00425,PROD0012,4,184.59,25.91,738.36
PED01439,PROD0011,4,201.9,42.93,807.6
PED00025,PROD0009,3,403.84,17.16,1211.52
PED01394,PROD0064,4,444.3,39.42,1777.2
PED00384,PROD0095,3,131.85,13.25,395.54999999999995
PED00055,PROD0029,3,419.83,35.32,1259.49
PED01276,PROD0007,3,234.81,46.2,704.4300000000001
PED00633,PROD0020,1,144.17,19.58,144.17
PED00105,PROD0021,1,492.87,45.52,492.87
PED01153,PROD0017,3,414.15,27.74,1242.4499999999998
PED00848,PROD0065,3,497.18,19.26,1491.54
PED00669,PROD0047,3,92.41,45.34,277.23
PED00375,PROD0043,4,80.48,6.44,321.92
PED00742,PROD0008,3,256.66,6.26,769.98
PED00966,PROD0066,3,322.94,31.99,968.8199999999999
PED00307,PROD0053,2,93.82,40.85,187.64
PED00090,PROD0025,2,431.61,38.82,863.22
PED01416,PROD0084,2,270.69,8.58,541.38
PED01557,PROD0093,2,211.36,47.76,422.72
PED00801,PROD0091,3,305.01,36.64,915.03
PED00109,PROD0099,2,321.13,47.71,642.26
PED01584,PROD0025,4,30.96,19.81,123.84
PED01664,PROD0033,4,499.95,36.23,1999.8
PED00584,PROD0007,2,188.32,43.7,376.64
PED00339,PROD0009,1,40.16,22.12,40.16
PED01588,PROD0047,4,427.64,48.42,1710.56
PED00978,PROD0054,4,496.58,16.92,1986.32
PED00355,PROD0053,2,410.02,19.2,820.04
PED01915,PROD0077,2,427.42,46.41,854.84
PED00167,PROD0039,3,316.71,48.63,950.1299999999999
PED00556,PROD0014,4,461.94,17.83,1847.76
PED01475,PROD0080,2,27.51,11.14,55.02
PED00904,PROD0017,2,385.69,39.16,771.38
PED00104,PROD0095,3,338.65,46.83,1015.9499999999999
PED00149,PROD0022,4,34.3,32.03,137.2
PED00145,PROD0061,2,276.55,33.55,553.1
PED00715,PROD0045,3,262.38,39.33,787.14
PED00873,PROD0086,2,348.85,11.89,697.7
PED00298,PROD0098,1,47.99,48.81,47.99
PED01190,PROD0038,1,404.59,21.39,404.59
PED01736,PROD0014,2,78.31,33.27,156.62
PED00645,PROD0052,4,215.15,26.09,860.6
PED00722,PROD0087,1,441.83,26.07,441.83
PED01071,PROD0063,3,284.66,36.62,853.98
PED00637,PROD0062,2,196.0,49.76,392.0
PED00238,PROD0091,3,33.62,34.66,100.85999999999999
PED01030,PROD0079,1,339.41,40.73,339.41
PED00463,PROD0015,4,493.41,6.24,1973.64
PED00452,PROD0069,3,456.78,41.47,1370.34
PED00783,PROD0065,1,361.48,18.5,361.48
PED00896,PROD0012,1,61.59,10.7,61.59
PED00370,PROD0046,1,127.33,10.1,127.33
PED01572,PROD0008,3,101.56,35.59,304.68
PED00486,PROD0062,1,184.18,49.89,184.18
PED01234,PROD0033,2,125.4,34.98,250.8
PED00164,PROD0080,1,129.78,16.81,129.78
PED01148,PROD0090,2,312.2,14.15,624.4
PED01360,PROD0028,4,166.16,28.67,664.64
PED00191,PROD0036,2,341.81,7.93,683.62
PED00729,PROD0042,4,474.47,22.97,1897.88
PED00213,PROD0085,4,322.85,34.98,1291.4
PED00573,PROD0063,2,378.31,48.54,756.62
PED01351,PROD0023,4,378.27,24.15,1513.08
PED00956,PROD0070,2,172.04,14.01,344.08
PED00380,PROD0033,3,17.33,41.78,51.989999999999995
PED00672,PROD0047,4,36.97,38.49,147.88
PED01601,PROD0011,2,148.21,43.69,296.42
PED00797,PROD0022,4,347.88,14.66,1391.52
PED00238,PROD0078,1,454.27,23.22,454.27
PED01555,PROD0096,2,479.81,49.17,959.62
PED00699,PROD0012,1,22.67,12.11,22.67
PED01105,PROD0086,4,495.14,35.22,1980.56
PED01386,PROD0095,4,168.02,15.67,672.08
PED00504,PROD0044,3,423.05,27.51,1269.15
PED00201,PROD0098,2,98.34,41.02,196.68
PED00919,PROD0064,1,40.82,26.99,40.82
PED01527,PROD0046,3,195.39,41.25,586.17
PED01667,PROD0057,4,430.87,24.19,1723.48
PED00036,PROD0004,4,118.2,49.97,472.8
PED00643,PROD0076,3,85.44,24.61,256.32
PED01612,PROD0004,1,455.8,11.72,455.8
PED01624,PROD0059,4,469.79,23.08,1879.16
PED01996,PROD0095,4,16.15,38.42,64.6
PED01425,PROD0020,2,366.44,43.16,732.88
PED00764,PROD0023,3,161.51,25.7,484.53
PED01879,PROD0017,4,193.61,31.75,774.44
PED00705,PROD0020,1,239.86,43.02,239.86
PED01199,PROD0053,2,219.13,41.61,438.26
PED00544,PROD0009,3,262.34,34.6,787.02
PED01593,PROD0023,1,295.36,41.68,295.36
PED01490,PROD0084,4,238.14,30.92,952.56
PED01224,PROD0088,3,353.77,5.21,1061.31
PED00539,PROD0059,3,362.11,6.86,1086.33
PED01570,PROD0056,1,225.78,49.09,225.78
PED01016,PROD0022,3,79.81,11.52,239.43
PED01660,PROD0021,1,323.91,23.2,323.91
PED00393,PROD0067,4,388.75,47.02,1555.0
PED00832,PROD0033,2,322.67,13.78,645.34
PED01065,PROD0069,1,298.15,42.97,298.15
PED00596,PROD0027,2,122.41,41.82,244.82
PED00392,PROD0094,3,326.12,49.38,978.36
PED00699,PROD0098,1,174.08,17.68,174.08
PED01646,PROD0038,4,460.58,19.19,1842.32
PED01806,PROD0041,1,330.32,45.63,330.32
PED00440,PROD0022,1,146.31,15.53,146.31
PED01860,PROD0069,1,241.73,29.66,241.73
PED01640,PROD0079,2,424.82,36.83,849.64
PED01529,PROD0001,2,174.38,17.23,348.76
PED00917,PROD0023,3,267.47,47.23,802.4100000000001
PED00319,PROD0016,3,343.04,34.96,1029.1200000000001
PED00552,PROD0064,3,379.72,7.12,1139.16
PED01238,PROD0069,3,95.21,11.11,285.63
PED01094,PROD0068,1,286.92,13.59,286.92
PED00567,PROD0059,2,456.98,16.02,913.96
PED00918,PROD0049,2,484.5,37.88,969.0
PED00235,PROD0092,2,331.51,9.0,663.02
PED01304,PROD0011,2,491.99,20.78,983.98
PED00986,PROD0046,3,289.66,46.01,868.98
PED01640,PROD0066,1,226.88,30.05,226.88
PED01925,PROD0064,2,280.28,16.95,560.56
PED01910,PROD0026,4,66.7,48.07,266.8
PED01185,PROD0047,1,206.84,15.99,206.84
PED01214,PROD0087,4,234.62,45.73,938.48
PED01032,PROD0061,1,425.83,37.66,425.83
PED00059,PROD0043,1,381.74,38.32,381.74
PED00892,PROD0018,1,304.7,39.42,304.7
PED01840,PROD0058,4,180.17,27.8,720.68
PED00224,PROD0007,2,101.65,41.66,203.3
PED01842,PROD0054,2,180.4,42.63,360.8
PED00699,PROD0046,4,343.1,21.22,1372.4
PED00581,PROD0001,2,138.89,23.02,277.78
PED01828,PROD0093,3,219.17,44.99,657.51
PED01310,PROD0093,2,199.52,28.61,399.04
PED00993,PROD0038,3,385.14,44.01,1155.42
PED00168,PROD0044,3,443.06,33.2,1329.18
PED01085,PROD0031,3,352.69,31.71,1058.07
PED01372,PROD0064,4,177.39,6.39,709.56
PED01465,PROD0037,2,222.26,17.51,444.52
PED00013,PROD0076,2,80.24,27.59,160.48
PED00163,PROD0010,4,92.37,31.43,369.48
PED01443,PROD0009,4,90.5,33.37,362.0
PED00756,PROD0058,2,73.99,37.23,147.98
PED01870,PROD0089,4,97.99,34.53,391.96
PED01543,PROD0054,4,109.32,43.19,437.28
PED01689,PROD0019,3,64.8,18.3,194.39999999999998
PED01571,PROD0080,4,323.73,33.87,1294.92
PED01583,PROD0016,3,495.3,7.3,1485.9
PED01620,PROD0067,1,440.8,26.61,440.8
PED01051,PROD0004,3,32.35,17.06,97.05000000000001
PED01731,PROD0059,3,217.3,22.14,651.9000000000001
PED00445,PROD0022,4,431.06,20.96,1724.24
PED01231,PROD0045,2,75.99,7.72,151.98
PED01493,PROD0051,1,425.35,26.0,425.35
PED00715,PROD0009,1,300.42,49.76,300.42
PED00975,PROD0045,1,466.34,18.45,466.34
PED00818,PROD0027,2,439.26,38.13,878.52
PED00103,PROD0096,1,341.75,29.65,341.75
PED00741,PROD0042,1,332.33,19.64,332.33
PED00425,PROD0025,2,114.45,9.03,228.9
PED01124,PROD0054,1,67.21,14.71,67.21
PED01564,PROD0047,4,213.54,40.18,854.16
PED00638,PROD0028,4,101.42,17.56,405.68
PED00849,PROD0026,3,60.18,11.49,180.54
PED01545,PROD0017,3,158.14,19.91,474.41999999999996
PED01129,PROD0059,3,431.64,31.28,1294.92
PED01702,PROD0073,4,18.4,36.66,73.6
PED00768,PROD0068,4,153.39,22.43,613.56
PED01830,PROD0073,4,217.79,27.42,871.16
PED00276,PROD0020,3,260.18,25.47,780.54
PED01088,PROD0023,3,98.97,5.41,296.90999999999997
PED01806,PROD0002,3,482.47,22.8,1447.41
PED00899,PROD0094,3,293.65,31.43,880.9499999999999
PED00187,PROD0061,3,265.83,30.65,797.49
PED01340,PROD0001,3,14.32,38.74,42.96
PED01939,PROD0065,4,248.0,35.17,992.0
PED01161,PROD0041,2,420.46,17.46,840.92
PED01366,PROD0033,2,117.63,16.5,235.26
PED00104,PROD0041,3,182.09,25.89,546.27
PED00545,PROD0019,2,20.08,37.98,40.16
PED00379,PROD0096,2,488.69,9.22,977.38
PED00109,PROD0067,4,42.66,47.67,170.64
PED01967,PROD0044,3,450.13,29.44,1350.3899999999999
PED00544,PROD0074,3,163.36,18.79,490.08000000000004
PED00353,PROD0041,2,297.9,36.2,595.8
PED00742,PROD0046,3,342.86,7.01,1028.58
PED00316,PROD0004,3,79.01,26.8,237.03000000000003
PED01289,PROD0088,3,227.44,26.87,682.3199999999999
PED01717,PROD0048,3,169.48,12.29,508.43999999999994
PED01875,PROD0036,2,37.74,42.68,75.48
PED01088,PROD0033,1,418.26,40.86,418.26
PED00332,PROD0072,2,32.13,11.87,64.26
PED01536,PROD0069,4,330.1,21.37,1320.4
PED01156,PROD0017,1,163.9,9.52,163.9
PED00591,PROD0077,1,104.14,43.19,104.14
PED00782,PROD0018,1,336.87,19.55,336.87
PED01776,PROD0077,2,291.52,24.77,583.04
PED00539,PROD0039,4,164.48,19.57,657.92
PED00734,PROD0016,2,261.35,18.95,522.7
PED01558,PROD0059,4,130.66,38.63,522.64
PED01519,PROD0098,2,433.21,38.64,866.42
PED00620,PROD0092,2,163.77,28.3,327.54
PED00618,PROD0041,2,130.12,34.59,260.24
PED01680,PROD0080,1,378.4,28.02,378.4
PED01392,PROD0071,2,18.62,6.29,37.24
PED01889,PROD0064,4,141.33,7.97,565.32
PED00908,PROD0052,4,193.94,22.27,775.76
PED01933,PROD0099,4,442.3,38.74,1769.2
PED01674,PROD0006,1,475.72,46.1,475.72
PED01819,PROD0004,2,361.07,6.34,722.14
PED01833,PROD0023,2,251.34,21.56,502.68
PED00991,PROD0027,3,323.9,15.07,971.6999999999999
PED00098,PROD0061,1,212.86,41.68,212.86
PED00316,PROD0016,4,156.42,43.07,625.68
PED00122,PROD0019,4,475.84,14.29,1903.36
PED01343,PROD0002,2,66.54,36.99,133.08
PED00798,PROD0036,4,179.73,37.93,718.92
PED01616,PROD0089,2,450.55,12.97,901.1
PED01518,PROD0014,2,364.34,24.52,728.68
PED00456,PROD0050,3,24.26,32.92,72.78
PED00521,PROD0047,1,21.32,6.17,21.32
PED00519,PROD0007,2,263.09,23.21,526.18
PED00916,PROD0012,2,247.28,11.97,494.56
PED00716,PROD0047,2,227.07,29.39,454.14
PED00314,PROD0002,3,158.15,42.93,474.45000000000005
PED01969,PROD0064,2,493.45,28.61,986.9
PED00708,PROD0072,1,143.27,6.62,143.27
PED00709,PROD0030,1,250.12,6.33,250.12
PED01565,PROD0025,4,208.4,32.25,833.6
PED01502,PROD0080,1,93.42,19.76,93.42
PED01936,PROD0055,4,109.28,30.77,437.12
PED01994,PROD0033,1,459.97,12.36,459.97
PED01043,PROD0008,4,430.56,39.96,1722.24
PED00559,PROD0061,2,107.53,43.73,215.06
PED00968,PROD0012,3,439.07,45.02,1317.21
PED01153,PROD0068,3,112.5,18.68,337.5
PED01316,PROD0040,3,317.01,34.73,951.03
PED01920,PROD0076,2,49.83,17.56,99.66
PED01155,PROD0000,3,441.38,39.32,1324.1399999999999
PED00355,PROD0088,1,35.24,10.42,35.24
PED01077,PROD0046,4,281.92,39.32,1127.68
PED00889,PROD0003,2,392.06,24.79,784.12
PED00792,PROD0099,3,67.25,43.5,201.75
PED01410,PROD0062,1,208.2,38.25,208.2
PED00264,PROD0051,1,30.56,21.94,30.56
PED00981,PROD0009,2,344.55,45.66,689.1
PED01238,PROD0027,2,160.65,17.75,321.3
PED01483,PROD0005,3,284.1,48.51,852.3000000000001
PED01481,PROD0026,4,467.04,39.52,1868.16
PED00801,PROD0011,3,159.87,49.58,479.61
PED00042,PROD0061,3,33.83,7.43,101.49
PED01609,PROD0051,2,341.06,17.33,682.12
PED00861,PROD0047,3,395.55,38.36,1186.65
PED01301,PROD0066,3,479.36,46.5,1438.08
PED01861,PROD0045,4,87.32,6.29,349.28
PED01777,PROD0096,1,202.15,5.0,202.15
PED01153,PROD0073,1,423.63,16.53,423.63
PED00349,PROD0094,4,405.37,43.38,1621.48
PED01729,PROD0014,1,316.15,39.52,316.15
PED01567,PROD0070,3,141.99,20.31,425.97
PED01129,PROD0035,4,149.18,5.09,596.72
PED00911,PROD0013,4,70.76,29.96,283.04
PED01739,PROD0077,2,461.71,15.71,923.42
PED00000,PROD0002,1,94.74,38.55,94.74
PED01780,PROD0066,2,290.71,25.09,581.42
PED00583,PROD0085,3,296.33,35.54,888.99
PED00431,PROD0018,4,191.11,43.35,764.44
PED01329,PROD0098,3,182.73,29.11,548.1899999999999
PED01932,PROD0075,1,337.61,20.12,337.61
PED01550,PROD0053,2,200.27,39.63,400.54
PED00052,PROD0068,1,135.01,16.93,135.01
PED00939,PROD0009,3,205.57,45.12,616.71
PED00519,PROD0032,2,405.75,8.21,811.5
PED01353,PROD0012,1,483.57,42.6,483.57
PED01581,PROD0098,3,321.62,9.12,964.86
PED01348,PROD0050,1,393.23,7.53,393.23
PED01137,PROD0031,4,271.08,21.35,1084.32
PED00146,PROD0074,2,316.16,48.04,632.32
PED01189,PROD0023,2,494.16,49.26,988.32
PED01402,PROD0034,2,224.83,14.09,449.66
PED01162,PROD0082,4,42.46,11.69,169.84
PED00628,PROD0069,2,478.93,20.88,957.86
PED00298,PROD0039,4,398.6,20.17,1594.4
PED01299,PROD0053,2,205.17,39.18,410.34
PED01939,PROD0043,1,491.37,24.98,491.37
PED00788,PROD0061,1,179.31,40.09,179.31
PED00849,PROD0098,1,192.34,38.69,192.34
PED01848,PROD0067,1,308.77,31.02,308.77
PED00177,PROD0032,4,144.43,42.51,577.72
PED00841,PROD0076,3,352.3,13.8,1056.9
PED01377,PROD0055,3,84.9,12.28,254.70000000000002
PED01177,PROD0035,1,62.93,38.78,62.93
PED01949,PROD0053,3,272.09,16.02,816.27
PED01224,PROD0018,3,282.19,5.13,846.5699999999999
PED00877,PROD0042,2,62.26,46.04,124.52
PED01138,PROD0011,4,482.45,33.03,1929.8
PED01694,PROD0010,1,290.91,25.02,290.91
PED01577,PROD0069,3,84.01,37.66,252.03000000000003
PED00758,PROD0011,3,162.61,20.0,487.83000000000004
PED01091,PROD0090,1,402.11,47.91,402.11
PED01468,PROD0040,2,266.38,8.09,532.76
PED00444,PROD0024,1,102.19,33.84,102.19
PED01349,PROD0002,2,60.4,39.98,120.8
PED01869,PROD0002,3,221.08,26.11,663.24
PED00707,PROD0083,4,175.33,38.97,701.32
PED00601,PROD0027,2,331.4,46.71,662.8
PED01646,PROD0022,2,463.37,38.48,926.74
PED01903,PROD0047,1,131.39,18.92,131.39
PED01382,PROD0066,3,429.06,30.28,1287.18
PED00144,PROD0041,4,461.03,46.02,1844.12
PED00274,PROD0087,1,451.98,25.21,451.98
PED00508,PROD0039,1,476.52,35.68,476.52
PED01202,PROD0005,4,422.63,25.95,1690.52
PED00752,PROD0019,3,300.81,10.46,902.4300000000001
PED01861,PROD0010,4,210.82,7.64,843.28
PED01854,PROD0095,1,250.93,47.85,250.93
PED00476,PROD0026,1,437.58,32.56,437.58
PED01866,PROD0020,2,157.69,9.67,315.38
PED01999,PROD0012,4,88.04,43.58,352.16
PED01437,PROD0085,4,79.0,28.52,316.0
PED01176,PROD0034,4,415.23,39.74,1660.92
PED01127,PROD0046,1,383.13,10.7,383.13
PED01098,PROD0085,3,253.85,45.81,761.55
PED01151,PROD0027,1,144.69,31.57,144.69
PED01734,PROD0020,2,342.03,38.22,684.06
PED00665,PROD0017,1,28.83,6.41,28.83
PED00567,PROD0030,1,288.43,19.19,288.43
PED01813,PROD0059,1,205.23,17.04,205.23
PED01368,PROD0036,2,489.15,47.73,978.3
PED00530,PROD0020,4,258.7,13.34,1034.8
PED00158,PROD0013,3,280.61,36.82,841.83
PED01561,PROD0088,3,359.06,6.92,1077.18
PED01449,PROD0090,2,247.42,13.9,494.84
PED00680,PROD0059,4,120.04,20.24,480.16
PED00022,PROD0022,4,273.27,40.75,1093.08
PED01070,PROD0094,2,472.69,40.55,945.38
PED00524,PROD0028,1,210.86,47.87,210.86
PED00728,PROD0046,4,343.02,46.25,1372.08
PED01857,PROD0029,3,489.24,8.67,1467.72
PED01729,PROD0089,2,416.66,42.34,833.32
PED00143,PROD0083,3,332.93,25.3,998.79
PED01608,PROD0037,1,370.64,43.96,370.64
PED00667,PROD0082,2,468.88,9.02,937.76
PED01612,PROD0026,3,480.28,42.02,1440.84
PED01442,PROD0088,3,484.79,12.18,1454.3700000000001
PED00680,PROD0086,1,316.56,20.02,316.56
PED00972,PROD0092,2,198.51,6.3,397.02
PED00798,PROD0014,4,75.25,10.57,301.0
PED00084,PROD0058,4,198.92,25.06,795.68
PED00415,PROD0002,3,472.05,41.83,1416.15
PED00693,PROD0009,1,446.0,39.82,446.0
PED00481,PROD0078,3,266.59,15.59,799.77
PED00455,PROD0079,1,273.13,11.83,273.13
PED00826,PROD0016,4,161.37,22.52,645.48
PED00296,PROD0082,3,232.71,44.75,698.13
PED01135,PROD0010,3,360.08,9.11,1080.24
PED01985,PROD0047,1,207.19,29.43,207.19
PED01253,PROD0004,2,102.11,9.0,204.22
PED01119,PROD0068,1,275.02,26.16,275.02
PED00949,PROD0063,2,120.42,10.71,240.84
PED00679,PROD0013,4,487.4,8.62,1949.6
PED00377,PROD0049,3,201.27,13.59,603.8100000000001
PED01179,PROD0025,3,455.74,16.49,1367.22
PED00420,PROD0071,1,120.52,17.43,120.52
PED00104,PROD0068,1,102.71,34.04,102.71
PED01728,PROD0006,4,312.28,7.47,1249.12
PED00329,PROD0015,4,391.9,8.64,1567.6
PED00438,PROD0054,2,287.71,13.49,575.42
PED01155,PROD0077,4,122.6,44.24,490.4
PED01890,PROD0055,4,28.57,33.29,114.28
PED00381,PROD0003,4,312.96,37.87,1251.84
PED00137,PROD0099,4,74.21,21.67,296.84
PED00942,PROD0047,2,178.16,14.59,356.32
PED00842,PROD0016,4,341.13,6.71,1364.52
PED00269,PROD0035,2,58.03,26.98,116.06
PED01573,PROD0069,1,72.35,30.84,72.35
PED00395,PROD0079,3,40.22,45.37,120.66
PED01580,PROD0092,1,498.08,44.69,498.08
PED00912,PROD0099,4,199.67,24.11,798.68
PED00463,PROD0037,3,453.84,24.06,1361.52
PED01698,PROD0061,4,153.86,12.25,615.44
PED00449,PROD0047,4,379.07,16.59,1516.28
PED01354,PROD0009,1,117.34,46.65,117.34
PED01276,PROD0035,4,254.18,11.35,1016.72
PED01704,PROD0028,1,414.06,48.59,414.06
PED01986,PROD0077,4,410.0,27.71,1640.0
PED01308,PROD0003,2,399.2,25.55,798.4
PED01297,PROD0043,3,413.63,12.86,1240.8899999999999
PED00019,PROD0055,1,113.62,34.77,113.62
PED00238,PROD0041,1,246.29,25.69,246.29
PED01293,PROD0099,3,247.59,21.68,742.77
PED00417,PROD0012,1,446.35,16.9,446.35
PED01968,PROD0045,3,155.48,7.99,466.43999999999994
PED01333,PROD0081,2,466.43,28.37,932.86
PED01054,PROD0032,4,230.89,19.08,923.56
PED01849,PROD0020,2,338.2,36.85,676.4
PED01127,PROD0079,4,141.75,37.56,567.0
PED01705,PROD0078,3,211.05,19.94,633.1500000000001
PED00185,PROD0056,2,357.8,35.11,715.6
PED01151,PROD0068,4,261.25,16.64,1045.0
PED01233,PROD0069,3,466.05,37.72,1398.15
PED01437,PROD0066,4,371.19,5.72,1484.76
PED01304,PROD0047,1,286.56,11.82,286.56
PED01982,PROD0075,1,444.47,16.03,444.47
PED00252,PROD0099,3,336.12,39.78,1008.36
